order_id,order_date,revenue,region,product_category,customer_type,marketing_channel,units,discount_percent,gross_margin,payment_method
ORD-WZHX-010261,2025-07-18,160.86,South,Accessories,Returning,Organic,5,6.62,83.15,Bank Transfer
ORD-QIAY-010262,2025-07-19,42.82,North,Apparel,Returning,Organic,1,7.19,19.47,Card
ORD-YDGO-010263,2025-07-19,232.94,South,Electronics,Returning,Organic,1,8.58,60.78,Wallet
ORD-PQZD-010264,2025-07-19,34.51,South,Accessories,Returning,Paid Search,1,3.64,18.26,Wallet
ORD-MNCQ-010265,2025-07-19,96.59,Central,Sports,Returning,Organic,1,6.87,39.65,Card
ORD-PMNP-010266,2025-07-19,96.31,West,Home,Returning,Organic,1,5.25,32.74,Wallet
ORD-VAJK-010267,2025-07-19,58.57,North,Apparel,Returning,Email,1,6.97,25.07,Card
ORD-CWUJ-010268,2025-07-19,232.25,West,Home,Returning,Email,2,6.02,74.71,Card
ORD-WYGJ-010269,2025-07-19,157.23,West,Sports,New,Social,2,12.16,49.86,Wallet
ORD-QBMM-010270,2025-07-19,382.16,West,Sports,New,Paid Search,4,14.95,134.69,Card
ORD-DOEX-010271,2025-07-19,128.40,East,Apparel,New,Social,3,12.73,49.26,Wallet
ORD-XUPC-010272,2025-07-19,79.27,West,Sports,Returning,Social,1,14.47,27.09,Card
ORD-OIXE-010273,2025-07-19,123.14,Central,Home,Returning,Email,1,11.84,38.11,Card
ORD-VOCU-010274,2025-07-19,122.68,Central,Apparel,Returning,Organic,2,2.94,48.67,Wallet
ORD-FZQW-010275,2025-07-19,1210.13,West,Electronics,Returning,Referral,5,2.51,333.87,Card
ORD-COIC-010276,2025-07-19,45.66,East,Beauty,New,Referral,1,10.40,19.87,Card
ORD-UIQS-010277,2025-07-19,511.98,North,Sports,Returning,Organic,5,8.90,190.09,COD
ORD-ZAKV-010278,2025-07-19,231.91,North,Apparel,Returning,Organic,3,3.49,99.98,Bank Transfer
ORD-FXMN-010279,2025-07-19,201.42,Central,Sports,New,Paid Search,2,4.16,79.21,COD
ORD-UMBV-010280,2025-07-19,301.59,North,Sports,Returning,Organic,3,0.00,114.87,Card
ORD-FEYQ-010281,2025-07-19,230.37,South,Electronics,Returning,Referral,1,9.79,51.98,Card
ORD-LKXY-010282,2025-07-19,129.12,West,Accessories,Returning,Email,5,17.19,56.98,Bank Transfer
ORD-VZXV-010283,2025-07-19,207.04,Central,Home,Returning,Social,2,6.20,76.77,Wallet
ORD-JFFV-010284,2025-07-19,72.22,West,Apparel,Returning,Referral,1,3.30,32.23,Card
ORD-BFQE-010285,2025-07-19,106.30,Central,Home,Returning,Referral,1,5.34,37.35,Card
ORD-SECI-010286,2025-07-19,212.35,West,Electronics,New,Organic,1,10.02,51.24,Card
ORD-VPIA-010287,2025-07-19,81.66,East,Home,New,Referral,1,16.15,24.59,Card
ORD-MQAS-010288,2025-07-19,197.58,West,Home,Returning,Social,2,4.91,74.44,Card
ORD-HEIL-010289,2025-07-19,35.11,South,Apparel,Returning,Referral,1,11.27,13.29,Card
ORD-IVXS-010290,2025-07-19,97.83,East,Sports,Returning,Email,1,6.60,36.90,Bank Transfer
ORD-QXLZ-010291,2025-07-19,324.86,Central,Apparel,Returning,Referral,5,7.85,138.90,Wallet
ORD-QHIA-010292,2025-07-19,231.23,South,Electronics,New,Referral,1,7.12,59.10,Card
ORD-HNVB-010293,2025-07-19,245.58,South,Electronics,Returning,Organic,1,8.45,59.86,Card
ORD-WPSV-010294,2025-07-19,56.49,North,Apparel,Returning,Referral,1,7.22,23.12,Wallet
ORD-RQTC-010295,2025-07-19,143.69,Central,Beauty,Returning,Social,3,10.21,69.92,Card
ORD-AGGT-010296,2025-07-19,99.75,West,Home,New,Paid Search,1,12.27,32.50,Card
ORD-CSZS-010297,2025-07-19,289.80,East,Apparel,Returning,Paid Search,5,7.72,123.42,Bank Transfer
ORD-HAEY-010298,2025-07-19,107.20,East,Apparel,New,Paid Search,2,8.63,41.08,Card
ORD-PRLH-010299,2025-07-19,56.41,South,Accessories,Returning,Email,2,9.84,27.38,Card
ORD-MZGP-010300,2025-07-19,471.71,East,Home,New,Paid Search,5,10.77,132.97,Card
ORD-QKGE-010301,2025-07-19,60.53,South,Beauty,New,Referral,2,9.79,25.96,Wallet
ORD-ZDFB-010302,2025-07-19,72.34,North,Beauty,Returning,Paid Search,2,8.59,33.76,Card
ORD-CKKT-010303,2025-07-19,85.27,North,Beauty,Returning,Social,2,5.44,43.29,Bank Transfer
ORD-YHMY-010304,2025-07-19,239.00,East,Electronics,Returning,Referral,1,4.83,49.82,Bank Transfer
ORD-CZNZ-010305,2025-07-19,135.42,East,Apparel,Returning,Email,2,2.39,59.21,Card
ORD-EXVQ-010306,2025-07-19,102.79,South,Sports,Returning,Organic,1,10.95,38.25,Card
ORD-QOUK-010307,2025-07-19,263.27,West,Electronics,Returning,Organic,1,1.15,75.01,Card
ORD-AIBJ-010308,2025-07-20,518.48,West,Electronics,Returning,Organic,3,5.84,134.04,Wallet
ORD-AJJX-010309,2025-07-20,334.23,South,Sports,New,Paid Search,3,7.14,126.29,Card
ORD-COTR-010310,2025-07-20,248.40,East,Home,Returning,Organic,2,6.82,80.31,Card
ORD-FPFP-010311,2025-07-20,179.69,South,Beauty,Returning,Email,3,0.41,88.36,Card
ORD-MFTD-010312,2025-07-20,51.92,West,Apparel,Returning,Organic,1,10.64,21.63,Card
ORD-CYTN-010313,2025-07-20,216.21,East,Electronics,New,Organic,1,13.72,45.77,Card
ORD-VPVS-010314,2025-07-20,463.21,Central,Electronics,New,Email,2,10.89,100.94,COD
ORD-RONB-010315,2025-07-20,48.90,Central,Beauty,Returning,Email,1,4.91,23.81,Card
ORD-SVYZ-010316,2025-07-20,62.07,North,Apparel,Returning,Referral,1,8.94,24.00,COD
ORD-PNYV-010317,2025-07-20,210.72,West,Electronics,Returning,Email,1,7.04,56.58,Card
ORD-DNJE-010318,2025-07-20,445.73,Central,Electronics,New,Social,2,6.77,124.10,COD
ORD-BXNK-010319,2025-07-20,155.12,North,Sports,Returning,Organic,2,6.68,57.09,Bank Transfer
ORD-UYUQ-010320,2025-07-20,161.11,West,Sports,Returning,Email,2,10.75,53.10,Bank Transfer
ORD-VCOF-010321,2025-07-20,177.39,North,Beauty,New,Referral,4,4.59,78.42,Card
ORD-TDUN-010322,2025-07-20,120.42,North,Home,Returning,Email,1,6.81,38.47,Bank Transfer
ORD-LERI-010323,2025-07-20,87.22,South,Accessories,Returning,Organic,3,15.64,38.57,Card
ORD-LYCR-010324,2025-07-20,408.33,West,Electronics,Returning,Referral,2,4.39,103.09,Card
ORD-DPIJ-010325,2025-07-20,28.41,Central,Accessories,New,Paid Search,1,9.68,13.59,Card
ORD-ITRJ-010326,2025-07-20,206.15,North,Sports,Returning,Paid Search,2,12.37,61.28,Card
ORD-SVHB-010327,2025-07-20,274.01,South,Sports,New,Organic,3,10.02,95.14,Wallet
ORD-GQYT-010328,2025-07-20,92.24,East,Home,New,Email,1,12.52,31.52,Wallet
ORD-EXWJ-010329,2025-07-20,45.38,South,Beauty,Returning,Paid Search,1,13.26,19.71,COD
ORD-FFOU-010330,2025-07-20,89.98,North,Home,New,Social,1,13.77,24.58,Card
ORD-POAR-010331,2025-07-20,57.76,East,Accessories,Returning,Email,2,7.29,28.85,Wallet
ORD-YZMH-010332,2025-07-20,65.52,North,Accessories,Returning,Email,2,7.03,35.01,Card
ORD-VATD-010333,2025-07-20,223.19,West,Electronics,New,Organic,1,8.49,49.44,Card
ORD-ROJP-010334,2025-07-20,28.99,Central,Accessories,Returning,Paid Search,1,10.45,14.14,Card
ORD-DXPC-010335,2025-07-20,129.75,West,Accessories,Returning,Paid Search,3,4.33,68.89,Wallet
ORD-WVYM-010336,2025-07-20,507.94,East,Sports,New,Organic,5,15.20,163.72,Bank Transfer
ORD-XAGD-010337,2025-07-20,115.97,North,Home,Returning,Paid Search,1,4.76,40.37,COD
ORD-YXLF-010338,2025-07-20,237.47,North,Electronics,Returning,Paid Search,1,18.01,35.82,Card
ORD-SYGY-010339,2025-07-20,316.89,West,Home,New,Email,3,7.92,105.07,Wallet
ORD-ZXVR-010340,2025-07-20,579.38,East,Home,New,Email,5,13.19,173.70,Card
ORD-QGKP-010341,2025-07-20,162.48,South,Sports,Returning,Email,2,6.80,63.46,Wallet
ORD-ZLJB-010342,2025-07-20,184.55,West,Sports,Returning,Organic,2,10.97,57.75,Card
ORD-WCDS-010343,2025-07-20,94.52,West,Home,Returning,Email,1,7.17,34.39,Wallet
ORD-TMYW-010344,2025-07-21,644.70,East,Electronics,Returning,Email,3,1.40,169.23,Bank Transfer
ORD-YRJF-010345,2025-07-21,205.45,East,Electronics,Returning,Social,1,7.27,55.24,Card
ORD-ZSOH-010346,2025-07-21,30.89,North,Accessories,Returning,Referral,1,12.35,14.56,Wallet
ORD-TBGI-010347,2025-07-21,188.96,South,Sports,Returning,Organic,2,7.77,64.18,Bank Transfer
ORD-ZSMR-010348,2025-07-21,49.77,South,Apparel,New,Organic,1,16.55,17.72,Card
ORD-NXSW-010349,2025-07-21,67.64,North,Apparel,New,Paid Search,1,5.17,28.17,Card
ORD-GJQT-010350,2025-07-21,50.00,South,Apparel,New,Organic,1,11.26,21.17,Wallet
ORD-AUTK-010351,2025-07-21,1035.43,East,Electronics,Returning,Organic,4,10.48,255.76,COD
ORD-TOFN-010352,2025-07-21,223.04,East,Home,New,Paid Search,2,5.69,78.14,Card
ORD-UUUQ-010353,2025-07-21,232.90,North,Home,Returning,Organic,2,8.46,80.91,Card
ORD-ISYJ-010354,2025-07-21,385.84,West,Home,Returning,Social,4,11.10,118.12,Card
ORD-PSZI-010355,2025-07-21,55.36,Central,Apparel,Returning,Email,1,7.75,23.32,Card
ORD-SUTP-010356,2025-07-21,300.57,West,Sports,New,Paid Search,3,2.93,108.99,Bank Transfer
ORD-KIYX-010357,2025-07-21,120.73,Central,Accessories,Returning,Social,4,7.44,60.30,Card
ORD-KXWC-010358,2025-07-21,327.91,Central,Electronics,New,Referral,2,13.75,59.64,Card
ORD-CAJC-010359,2025-07-21,287.02,East,Sports,Returning,Social,3,4.32,108.22,Bank Transfer
ORD-SSPT-010360,2025-07-21,123.90,North,Sports,Returning,Social,1,5.31,47.97,Card
ORD-KSEK-010361,2025-07-21,162.41,East,Sports,New,Paid Search,2,15.12,54.87,COD
ORD-TXXH-010362,2025-07-21,351.71,South,Home,Returning,Email,3,5.19,121.26,Card
ORD-QUTI-010363,2025-07-21,583.33,West,Electronics,New,Paid Search,3,9.31,134.83,Bank Transfer
ORD-TVPK-010364,2025-07-21,234.45,Central,Beauty,Returning,Referral,5,9.86,105.40,Card
ORD-IODU-010365,2025-07-21,48.46,South,Beauty,Returning,Paid Search,1,11.96,23.11,Bank Transfer
ORD-PVIS-010366,2025-07-21,65.24,North,Sports,New,Social,1,17.35,18.39,Wallet
ORD-LMWU-010367,2025-07-21,95.56,North,Home,Returning,Paid Search,1,8.91,31.89,COD
ORD-KFIF-010368,2025-07-21,400.82,South,Electronics,Returning,Social,2,12.38,90.44,Bank Transfer
ORD-ZVIG-010369,2025-07-21,165.12,North,Apparel,New,Referral,3,15.31,60.30,Card
ORD-WJJM-010370,2025-07-21,512.25,North,Home,Returning,Email,5,9.75,165.39,Wallet
ORD-DNXX-010371,2025-07-21,251.30,West,Apparel,Returning,Email,4,13.72,96.19,Wallet
ORD-FBWR-010372,2025-07-21,99.62,North,Apparel,New,Organic,2,5.04,42.58,Card
ORD-SRIL-010373,2025-07-21,529.13,West,Electronics,Returning,Paid Search,2,5.17,116.83,Card
ORD-ZZWT-010374,2025-07-21,86.01,South,Sports,New,Social,1,9.07,31.22,COD
ORD-ESJE-010375,2025-07-21,220.05,West,Electronics,New,Social,1,12.84,52.46,Card
ORD-BCZE-010376,2025-07-21,86.43,Central,Apparel,Returning,Referral,1,6.78,36.38,Wallet
ORD-XHRQ-010377,2025-07-21,232.62,East,Beauty,Returning,Social,5,12.66,105.65,Card
ORD-GNUB-010378,2025-07-21,161.04,West,Electronics,Returning,Social,1,9.55,38.05,Card
ORD-FZWB-010379,2025-07-21,861.55,North,Electronics,Returning,Email,3,1.12,247.35,Wallet
ORD-UCWS-010380,2025-07-21,200.76,East,Home,Returning,Organic,2,4.54,80.24,Card
ORD-QEOZ-010381,2025-07-21,156.22,South,Sports,Returning,Referral,2,6.22,62.00,Bank Transfer
ORD-VLDS-010382,2025-07-21,70.77,North,Apparel,Returning,Paid Search,1,3.97,31.86,Wallet
ORD-OPHM-010383,2025-07-21,196.04,East,Sports,Returning,Social,2,2.77,78.22,Wallet
ORD-ZICF-010384,2025-07-21,59.16,South,Apparel,New,Social,1,6.76,27.63,Card
ORD-AEIH-010385,2025-07-21,105.92,West,Home,New,Email,1,3.67,38.91,Card
ORD-SQMF-010386,2025-07-21,30.29,East,Accessories,Returning,Referral,1,9.59,14.89,Wallet
ORD-EBYO-010387,2025-07-21,255.45,North,Home,Returning,Email,2,6.74,85.45,Wallet
ORD-UBIK-010388,2025-07-21,53.33,North,Beauty,Returning,Social,1,5.28,25.76,Card
ORD-KUMY-010389,2025-07-21,273.19,Central,Electronics,New,Paid Search,1,14.06,51.37,Bank Transfer
ORD-SSCX-010390,2025-07-21,713.89,West,Electronics,New,Organic,3,8.37,188.58,Card
ORD-TNSV-010391,2025-07-21,209.69,North,Electronics,Returning,Paid Search,1,10.72,47.45,Bank Transfer
ORD-EPGV-010392,2025-07-22,196.08,West,Electronics,Returning,Organic,1,7.17,49.07,Card
ORD-QOVT-010393,2025-07-22,93.14,North,Beauty,New,Referral,2,7.90,45.06,Card
ORD-NMJY-010394,2025-07-22,435.10,East,Home,Returning,Social,5,4.97,159.66,Card
ORD-XGUL-010395,2025-07-22,523.50,West,Electronics,Returning,Organic,2,4.98,139.38,Wallet
ORD-DLTI-010396,2025-07-22,191.49,South,Sports,Returning,Email,2,6.52,78.08,Card
ORD-VYEM-010397,2025-07-22,50.43,North,Beauty,Returning,Paid Search,1,6.55,22.51,Wallet
ORD-XACK-010398,2025-07-22,62.89,North,Accessories,New,Referral,2,13.95,31.30,Card
ORD-KGUI-010399,2025-07-22,327.02,West,Home,Returning,Organic,3,9.56,104.49,Card
ORD-WLIB-010400,2025-07-22,113.60,West,Apparel,Returning,Organic,2,11.82,45.24,Wallet
ORD-WXGC-010401,2025-07-22,22.69,North,Accessories,Returning,Social,1,12.00,11.40,Card
ORD-QZYC-010402,2025-07-22,90.46,East,Beauty,Returning,Referral,2,6.03,41.73,COD
ORD-LVMQ-010403,2025-07-22,87.95,South,Beauty,Returning,Referral,2,12.04,39.90,Card
ORD-LFDZ-010404,2025-07-22,68.55,North,Accessories,Returning,Organic,2,5.01,37.62,Wallet
ORD-NEIL-010405,2025-07-22,89.49,East,Accessories,New,Paid Search,3,8.83,46.44,Bank Transfer
ORD-MLDG-010406,2025-07-22,235.03,East,Sports,New,Email,3,8.35,85.98,Wallet
ORD-QSCG-010407,2025-07-22,31.30,West,Accessories,Returning,Referral,1,3.72,15.65,Card
ORD-UPCY-010408,2025-07-22,101.92,West,Sports,Returning,Organic,1,8.12,32.39,Bank Transfer
ORD-LIHR-010409,2025-07-22,305.61,South,Home,Returning,Paid Search,3,6.50,100.87,Wallet
ORD-EFJE-010410,2025-07-22,67.88,North,Sports,New,Paid Search,1,16.67,24.13,Card
ORD-IBPT-010411,2025-07-22,322.83,West,Home,Returning,Organic,3,4.66,114.64,Card
ORD-EBDC-010412,2025-07-22,51.47,North,Apparel,New,Paid Search,1,9.10,21.81,Wallet
ORD-HEHM-010413,2025-07-22,443.18,West,Electronics,New,Paid Search,2,13.46,95.07,Card
ORD-ZPBV-010414,2025-07-22,101.38,Central,Sports,Returning,Paid Search,1,9.38,36.56,Card
ORD-IEVX-010415,2025-07-22,76.47,South,Apparel,Returning,Paid Search,1,10.78,30.27,Bank Transfer
ORD-HVHN-010416,2025-07-22,54.88,West,Apparel,Returning,Email,1,0.67,22.86,Card
ORD-BCKD-010417,2025-07-22,133.47,West,Home,Returning,Organic,1,3.08,49.40,Card
ORD-PJEA-010418,2025-07-22,485.46,West,Electronics,Returning,Organic,2,11.06,105.92,Wallet
ORD-BYMF-010419,2025-07-22,174.19,North,Apparel,New,Organic,3,15.64,58.89,Card
ORD-HGGE-010420,2025-07-22,154.79,West,Home,Returning,Social,2,7.99,55.56,COD
ORD-QUJZ-010421,2025-07-22,893.04,East,Electronics,New,Paid Search,4,11.75,173.66,Wallet
ORD-BRVR-010422,2025-07-22,78.35,West,Sports,New,Paid Search,1,19.80,25.75,Card
ORD-USVS-010423,2025-07-22,68.01,West,Apparel,Returning,Paid Search,1,4.02,29.76,Card
ORD-VWCG-010424,2025-07-22,65.15,South,Accessories,New,Paid Search,2,12.06,31.40,Bank Transfer
ORD-AVGK-010425,2025-07-22,108.95,East,Sports,Returning,Email,1,0.10,46.73,Card
ORD-HIFD-010426,2025-07-22,114.53,West,Accessories,Returning,Referral,3,3.73,61.22,Wallet
ORD-SIAO-010427,2025-07-22,78.22,South,Accessories,New,Social,3,6.85,41.24,COD
ORD-NXKP-010428,2025-07-22,195.65,Central,Home,Returning,Referral,2,12.20,66.08,Card
ORD-GFVT-010429,2025-07-22,342.41,South,Home,Returning,Organic,3,4.45,119.98,Bank Transfer
ORD-VNKR-010430,2025-07-22,81.17,North,Beauty,Returning,Organic,2,3.68,39.48,COD
ORD-VUCY-010431,2025-07-22,49.77,East,Beauty,Returning,Referral,1,9.50,22.08,Wallet
ORD-AARL-010432,2025-07-22,255.11,South,Electronics,Returning,Email,1,3.30,62.36,Card
ORD-MXLW-010433,2025-07-22,233.94,Central,Home,Returning,Email,2,8.95,77.01,Card
ORD-GPVC-010434,2025-07-22,194.30,West,Home,Returning,Social,2,8.08,65.59,Card
ORD-MKCW-010435,2025-07-22,96.55,Central,Home,Returning,Email,1,9.22,28.65,Card
ORD-OHIX-010436,2025-07-22,62.55,North,Apparel,New,Referral,1,12.91,23.65,Card
ORD-YLSI-010437,2025-07-22,174.28,East,Apparel,Returning,Organic,3,5.38,78.58,Card
ORD-VAMP-010438,2025-07-22,130.58,West,Accessories,New,Organic,4,7.54,66.08,Card
ORD-LEFJ-010439,2025-07-22,684.17,East,Electronics,New,Paid Search,3,12.23,135.40,COD
ORD-WITN-010440,2025-07-22,91.24,East,Home,New,Paid Search,1,13.74,25.51,Bank Transfer
ORD-PDTQ-010441,2025-07-22,316.81,North,Apparel,Returning,Email,4,8.53,131.17,Card
ORD-JBSK-010442,2025-07-22,266.07,North,Electronics,Returning,Organic,1,3.81,76.46,COD
ORD-TIEM-010443,2025-07-22,58.14,West,Accessories,Returning,Organic,2,0.15,33.79,Card
ORD-YFSJ-010444,2025-07-22,95.25,South,Sports,Returning,Organic,1,8.01,33.02,Bank Transfer
ORD-RVFQ-010445,2025-07-22,364.80,West,Home,Returning,Organic,4,13.13,103.90,Card
ORD-CYEA-010446,2025-07-22,238.45,North,Electronics,Returning,Paid Search,1,7.47,56.52,Card
ORD-ZSOB-010447,2025-07-22,62.31,North,Apparel,Returning,Email,1,12.98,23.29,Card
ORD-WXBV-010448,2025-07-22,211.73,Central,Home,Returning,Referral,2,4.51,78.26,Card
ORD-WYVG-010449,2025-07-22,274.58,East,Beauty,Returning,Paid Search,5,12.25,120.62,Card
ORD-HKEU-010450,2025-07-22,59.13,South,Accessories,New,Paid Search,2,12.62,26.16,Card
ORD-JZRT-010451,2025-07-23,58.31,North,Apparel,New,Referral,1,8.14,24.97,Card
ORD-PWVK-010452,2025-07-23,152.54,North,Apparel,Returning,Paid Search,2,7.63,62.61,Wallet
ORD-KYQR-010453,2025-07-23,1029.99,West,Electronics,New,Organic,4,12.06,251.51,Wallet
ORD-ZIOW-010454,2025-07-23,243.30,North,Electronics,Returning,Email,1,5.86,61.47,Bank Transfer
ORD-WIXX-010455,2025-07-23,274.02,East,Electronics,Returning,Paid Search,1,9.25,55.63,Wallet
ORD-KPZK-010456,2025-07-23,121.39,North,Home,Returning,Referral,1,4.78,42.23,Card
ORD-WRGC-010457,2025-07-23,204.47,East,Apparel,New,Organic,5,11.27,87.09,Card
ORD-FSVW-010458,2025-07-23,96.17,North,Home,Returning,Organic,1,15.33,26.81,Card
ORD-YIYG-010459,2025-07-23,268.05,Central,Electronics,New,Email,2,8.06,69.04,COD
ORD-MHLC-010460,2025-07-23,291.32,North,Home,New,Referral,3,10.59,85.86,Card
ORD-YWCV-010461,2025-07-23,135.09,West,Apparel,New,Paid Search,2,9.03,54.12,Card
ORD-TXTC-010462,2025-07-23,392.04,West,Sports,Returning,Paid Search,5,9.89,133.19,Card
ORD-WTKR-010463,2025-07-23,208.59,North,Home,Returning,Email,2,5.23,69.12,Wallet
ORD-ECPI-010464,2025-07-23,74.43,North,Apparel,Returning,Organic,1,7.31,30.39,Bank Transfer
ORD-JBRW-010465,2025-07-23,108.94,South,Sports,Returning,Organic,1,8.30,42.19,Wallet
ORD-GTFA-010466,2025-07-23,45.21,East,Apparel,Returning,Organic,1,11.08,17.86,Wallet
ORD-YINK-010467,2025-07-23,197.32,Central,Sports,Returning,Paid Search,2,6.86,72.60,Bank Transfer
ORD-MHYZ-010468,2025-07-23,236.20,Central,Electronics,Returning,Paid Search,1,16.37,50.29,Wallet
ORD-PEHO-010469,2025-07-23,91.53,South,Home,New,Organic,1,9.54,28.90,Bank Transfer
ORD-URBW-010470,2025-07-23,439.23,Central,Electronics,New,Referral,2,9.58,98.85,Card
ORD-NLMZ-010471,2025-07-23,232.95,East,Electronics,Returning,Referral,1,14.27,56.64,Wallet
ORD-KCRA-010472,2025-07-23,211.51,Central,Sports,Returning,Email,2,6.27,89.39,Wallet
ORD-KMJK-010473,2025-07-23,188.93,North,Electronics,Returning,Organic,1,10.49,46.62,Bank Transfer
ORD-JKZJ-010474,2025-07-23,96.21,South,Sports,Returning,Referral,1,5.78,38.27,Card
ORD-QSGB-010475,2025-07-23,200.02,North,Sports,New,Referral,2,7.27,75.93,Card
ORD-FBBW-010476,2025-07-23,30.59,East,Accessories,New,Social,1,11.87,14.29,Card
ORD-ITEM-010477,2025-07-23,103.05,North,Sports,Returning,Email,1,8.66,37.71,Card
ORD-CVKJ-010478,2025-07-23,932.41,North,Electronics,Returning,Email,4,11.41,203.42,Bank Transfer
ORD-JXLZ-010479,2025-07-23,64.84,West,Apparel,Returning,Organic,1,10.22,25.24,Wallet
ORD-UVYC-010480,2025-07-23,227.36,Central,Sports,Returning,Email,2,4.84,84.34,COD
ORD-ZGGA-010481,2025-07-23,532.07,Central,Home,Returning,Social,5,14.01,153.03,Wallet
ORD-REED-010482,2025-07-23,125.57,Central,Accessories,New,Organic,5,14.25,57.96,Card
ORD-IQSS-010483,2025-07-23,145.87,East,Sports,New,Social,2,9.85,52.76,Card
ORD-HHSJ-010484,2025-07-23,136.09,Central,Apparel,New,Referral,3,11.41,54.74,Card
ORD-DHSO-010485,2025-07-23,211.86,South,Sports,Returning,Social,2,12.06,67.55,Wallet
ORD-GBWM-010486,2025-07-23,66.64,South,Apparel,Returning,Organic,1,7.05,27.74,Card
ORD-TBWR-010487,2025-07-23,58.23,West,Apparel,Returning,Paid Search,1,11.97,24.62,Card
ORD-TJJB-010488,2025-07-23,60.90,West,Apparel,Returning,Organic,1,12.25,22.09,Card
ORD-HIKE-010489,2025-07-23,117.90,West,Home,New,Referral,1,13.71,36.98,Card
ORD-LPMB-010490,2025-07-23,68.06,East,Apparel,Returning,Social,1,4.08,29.57,Bank Transfer
ORD-MXIW-010491,2025-07-23,123.22,North,Apparel,Returning,Organic,2,7.72,53.71,Card
ORD-DXFB-010492,2025-07-23,218.02,East,Home,Returning,Paid Search,2,10.76,77.60,Card
ORD-NALY-010493,2025-07-23,99.71,North,Accessories,New,Paid Search,3,9.82,48.53,Card
ORD-ZUXS-010494,2025-07-23,200.09,North,Beauty,Returning,Paid Search,4,8.81,86.78,Card
ORD-VZQA-010495,2025-07-23,209.94,Central,Beauty,Returning,Organic,4,3.65,103.92,Bank Transfer
ORD-KHMB-010496,2025-07-23,319.01,Central,Home,Returning,Organic,3,5.73,104.44,Card
ORD-WIDS-010497,2025-07-23,428.16,West,Electronics,Returning,Referral,2,7.37,97.46,COD
ORD-ESBY-010498,2025-07-23,244.88,West,Apparel,Returning,Paid Search,4,16.13,87.77,Card
ORD-UCOR-010499,2025-07-23,360.60,South,Sports,New,Email,4,8.00,131.42,Card
ORD-KFNQ-010500,2025-07-23,52.59,East,Apparel,New,Social,1,11.55,22.14,Wallet
ORD-QWQY-010501,2025-07-23,33.17,North,Accessories,Returning,Paid Search,1,9.39,16.54,Card
ORD-ILFS-010502,2025-07-23,92.71,East,Beauty,New,Social,2,5.94,45.47,Wallet
ORD-REIP-010503,2025-07-23,48.23,North,Apparel,New,Referral,1,13.03,18.46,Card
ORD-ICUE-010504,2025-07-23,95.39,South,Home,Returning,Organic,1,7.64,29.66,COD
ORD-ONGB-010505,2025-07-23,174.78,South,Home,New,Referral,2,13.95,51.96,Bank Transfer
ORD-VHYP-010506,2025-07-23,190.46,South,Sports,New,Organic,2,7.71,60.15,Card
ORD-YOKR-010507,2025-07-23,84.18,West,Home,New,Social,1,12.32,25.33,Wallet
ORD-STVQ-010508,2025-07-24,240.08,East,Apparel,Returning,Organic,4,11.52,96.21,Card
ORD-VNAR-010509,2025-07-24,66.74,East,Apparel,Returning,Organic,1,1.84,28.69,Card
ORD-GUPW-010510,2025-07-24,93.21,South,Home,New,Email,1,14.53,27.95,Wallet
ORD-ZQYM-010511,2025-07-24,84.39,East,Sports,New,Organic,1,10.38,28.64,Wallet
ORD-HBPC-010512,2025-07-24,74.40,Central,Sports,New,Email,1,14.66,24.20,Bank Transfer
ORD-GKXZ-010513,2025-07-24,212.81,North,Beauty,New,Paid Search,4,8.95,97.93,Card
ORD-VYRS-010514,2025-07-24,100.30,East,Home,Returning,Organic,1,9.73,33.53,Card
ORD-FKZR-010515,2025-07-24,31.81,North,Accessories,Returning,Paid Search,1,16.42,14.57,Bank Transfer
ORD-GQRG-010516,2025-07-24,138.62,Central,Sports,New,Social,2,9.65,52.06,Wallet
ORD-CIHS-010517,2025-07-24,126.43,South,Apparel,Returning,Email,2,4.04,57.67,Card
ORD-HREG-010518,2025-07-24,42.63,East,Beauty,Returning,Social,1,13.05,18.01,Card
ORD-IVGR-010519,2025-07-24,39.28,West,Accessories,Returning,Organic,1,10.67,19.22,Card
ORD-GUPY-010520,2025-07-24,382.38,East,Electronics,New,Social,2,7.60,85.25,Wallet
ORD-BZSL-010521,2025-07-24,71.80,East,Accessories,Returning,Email,2,5.08,38.57,Card
ORD-XZYP-010522,2025-07-24,764.49,Central,Electronics,New,Paid Search,4,16.78,157.15,Wallet
ORD-DGGA-010523,2025-07-24,129.62,West,Home,Returning,Organic,1,0.78,49.59,Card
ORD-AGAQ-010524,2025-07-24,224.31,North,Home,Returning,Organic,2,10.65,69.15,Wallet
ORD-NBRJ-010525,2025-07-24,23.47,North,Accessories,New,Social,1,6.88,11.42,Card
ORD-KFQD-010526,2025-07-24,485.99,North,Home,Returning,Referral,4,10.75,160.15,Card
ORD-AAND-010527,2025-07-24,140.32,Central,Apparel,New,Email,2,8.40,57.97,COD
ORD-PEUW-010528,2025-07-24,257.55,West,Electronics,Returning,Organic,1,9.06,52.30,Wallet
ORD-FORO-010529,2025-07-24,189.91,West,Sports,New,Referral,2,10.04,71.41,Card
ORD-GXHT-010530,2025-07-24,138.29,North,Accessories,New,Paid Search,4,10.06,66.28,Wallet
ORD-LYGV-010531,2025-07-24,507.90,West,Home,New,Social,5,11.41,155.06,Bank Transfer
ORD-LDEA-010532,2025-07-24,203.00,West,Sports,Returning,Paid Search,2,7.12,66.72,Bank Transfer
